,sentiment scheme1,sentiment scheme2,cleaned_text
4801,1,2,another sunny weekend 😎 blue sky white cloud cirrus cloud sunny sunny day nice weather
4802,1,1,want to work in hong kong view our late opening business job job hire career arc
4803,1,2,steal kiss be the best 💏 feel fountain of youth i love him throwback thursday
4804,1,1,gathering of friend in central sunday feel statue
4805,1,1,tear t men dinner din fresh soy sauce room
4806,1,1,you have a few type power ranger have a wave the most important thing to be happy ho man tin swim pool
4807,1,2,sa shin through eme eme 🎵 🎶 🎵 philippine u u
4808,1,1,next door 🏮 temple street hong kong
4809,2,2,juicy and tender piece of suckle pig so good that i can have more than just one piece on the
4810,1,1,time temp c hum percent c bar rain today
4811,2,2,feel great nice food after morning stand ba ba ba life
4812,1,2,r e c o n c i l e 👩 👧 grow up chow i do not have the best relationship as mother
4813,1,2,happy smile recover thank you all love happy home sweet
4814,2,2,explosive sugar milk coffee repeat good smug there be constantly explosive sugar sonar pacific coffer into the elevator be discriminate against the fried sound
4815,2,2,about to gain 😂 😂 😂 peking duck crispy savory delicious good eats hong kong
4816,1,1,night at hong kong sneaker street
4817,1,1,this job might be a great fit for you associate director quality management individual financial product
4818,1,1,early morning hong kong sheung wan hong kong
4819,1,1,locate in i will tell you the price of a two person meal except for the left the soup the salad and the drink
4820,1,2,monday jam night until next time 😉 bulletproof the
4821,1,2,be nice cod general next time try the set lunch cake japanese dish japanese
4822,1,1,caviar on potato ice cream with de ham and beetroot sponge always
4823,1,2,and their interesting look blue curacao and orange punch but sweet but the colour
4824,1,2,let us get lose in the city building
4825,1,1,observe type of hong kong de road
4826,1,1,can you recommend anyone for this job senior administrative assistant office service business
4827,1,2,today s the whole hog saturday long lunch rhoda 🍴 😻 middle white whole pig roast spice
4828,1,1,the drop off no professional laundry in hong kong w user
4829,1,1,i be at st james lutheran kindergarten
4830,2,2,i love it when you call me big buddha big buddha hong kong
4831,1,2,how epic be this repeated 😱 😱 😱 crab so good food spoil sunday
4832,1,1,what you see be what you get look up line white building architecture
4833,1,1,i be at boris house in kowloon sham shui po
4834,1,1,finally get round to try in after see the recommendation
4835,1,2,city life for us and little f hong kong lan kwai
4836,1,1,day in to the repeat i realize how badly i have miss his game go spur go
4837,1,2,food field first it s so hungry i square mall
4838,1,1,of street scene street food and blending blending in repeat follow my budget ie food
4839,1,1,if you be look for work in hong kong check out this job project hire career arc
4840,2,2,good repeat user user thanks black eyed pea repeat 💃 ed ed 💃 ed ed 💃 ed ed 👏 ed ed 👏 ed ed 👏 ed ed dragon land
4841,1,2,best canto congee fry noodle and i have try in hong kong hong kong food hong kong
4842,2,2,thanks to gorgeous golden which be base on signature pink gift box thank you the hotel hong kong for this
4843,2,2,pork loin still still have a wide variety of potato dish
4844,1,1,today be dragon boat festival just do some clean up in the studio and some design work
4845,1,2,🐰 happy paradise
4846,1,1,user sam s tailor sam tailor hong kong sam model sam s tailor
4847,1,0,time miss the land of hong kong that make me fat temple street hong kong
4848,2,2,it be one of the best hong kong movie of i have to go back to date come and go the great
4849,1,1,we be hire read about our late job opening here senior manager distribution compensation sale
4850,1,1,lady market hong kong china my photo good picture pic urban city
4851,1,0,lunch with the first anniversary of rework exhaust 😭 😢 😭 😢 lee court
4852,1,1,time temp c hum percent c bar rain today
4853,1,2,get to try some of the local street food that be sell at the night market duck tongue fry
4854,1,1,i be at in causeway bay hong kong
4855,1,1,time temp c hum percent c bar rain today
4856,1,2,madness in hong kong repeat what an epic show hat off
4857,1,0,i wan na go home miss my family the one
4858,1,2,dare to be different hong kong museum of art
4859,1,1,be you ready for our exclusive spring summer collection styling
4860,1,1,new restaurant in central 😻 chef eric prepare shrimp for us 🤗
4861,1,1,throwback to user grand open back in with user
4862,2,2,cheer to chinese new year of the rooster 🐔 🐓 🎉 celebrate the by myself here s
4863,1,2,🔴 📷 sunset causeway bay
4864,1,2,sunset over ma on shan wild hong kong hike adventure tour ma on shan sunset drone ma on
4865,2,2,drunken fist gan di di thank user pant be good thai warrior thai art of eight limb combat sport
4866,1,1,contrast be the word which could define hong kong solitude also of people walk
4867,1,2,be u repeat hong kong central hong kong
4868,1,1,want to work at standard charter bank we be hire in hong kong click for detail business job job
4869,1,1,time temp c hum percent c bar rain today
4870,1,1,i be at in causeway bay hong kong
4871,1,1,can you recommend anyone for this job assistant manager manager account investigation it hong kong hire
4872,1,1,time temp c hum percent c bar rain today
4873,1,1,like drunk but speech drunk drunk just wine coffee
4874,2,2,this job might be a great fit for you manager credit risk control documentation team accounting hong kong
4875,1,1,dinner with crystal din tai in causeway bay hong kong
4876,1,2,shell cake will always be the perfect end for a meal to end a happy gourmet dinner nothing beat freshly bake
4877,1,1,join the team see our late job open here sale hong kong hire career arc
4878,1,1,we be hire read about our late job open here assistant manager employee benefit business
4879,1,1,his anthony sam tailor model sam s tailor
4880,1,1,user be run
4881,1,2,tea set creative afternoon tea coffee time tea time art gram
4882,1,1,appreciate s city view her ah may zing journey hong kong s observation deck
4883,1,1,pancake galore which one would you pick banana or fry chicken boom shack
4884,1,1,cloudy sky in the night try to hide the moon l over photo of the day b w
4885,2,2,happy birthday alex 🎉 intercontinental hong kong
4886,1,1,time temp c hum percent c bar rain today
4887,1,1,time temp c hum percent c bar rain today
4888,1,2,scene operation and disconnection be also do much like before 🤪 🤪 🤪 play a good memory dream rock i be back ro guard eternal love guard eternal love heaven s myth
4889,1,2,so unbelievably happy to have catch up with these two all the way from china 😂 😋
4890,1,2,a warm welcome back to work repeat happy back to work chinese new year
4891,2,2,dinner happy at user in causeway bay hong kong
4892,1,1,g eyre organic fusion bar
4893,1,0,i be wait for the tight network sergeant to explain the solution there be no left hand radical without the second gear from the left there will be few left hand people to go out and march be it because of chen yun hot dog
4894,1,1,blue house stone nullah lane wan chai blue house hong kong
4895,1,1,good draw come back to the place of all memory again before leave art draw film
4896,1,1,in frame repeat hong kong discover hong kong discover hong kong dinosaur museum
4897,1,1,just post a photo central mid level escalator and walkway system
4898,2,2,boy do i love you tsim sha tsui
4899,1,1,wait for the insider hong kong
4900,1,2,full english breakfast with black pudding homemade sausage bake bean fry egg bacon
4901,1,2,at bruce lee statue li like
4902,1,1,i be at in causeway bay
4903,1,1,this job might be a great fit for you assistant manager manager senior manager audit service
4904,1,2,perk of have a 😂 great photo user nan garden
4905,1,2,the best thing about live next door to a cricket club be that you get to watch a match for
4906,1,2,with jessie jonathan and at user
4907,2,2,time for some fast food for lunch 😂 😂 top leave coco cold brew coffee cold brew coffee
4908,1,1,the two of us formula be hong kong charge station
4909,1,2,i like this method of serve each chip be ready to be eat u u u
4910,1,1,i be at flower market in mong kok
4911,1,2,a wonderful and enjoyable even thanks san repeat keep up the good work by
